jahr	bezirk	kanton	typ	anzahl
2015	Bezirk Gösgen	SO	Gewerbe FZ	35
2016	Bezirk Gösgen	SO	Gewerbe FZ	37
2017	Bezirk Gösgen	SO	Gewerbe FZ	35
2018	Bezirk Gösgen	SO	Gewerbe FZ	34
2019	Bezirk Gösgen	SO	Gewerbe FZ	33
2020	Bezirk Gösgen	SO	Gewerbe FZ	36
2021	Bezirk Gösgen	SO	Gewerbe FZ	40
2022	Bezirk Gösgen	SO	Gewerbe FZ	44
2023	Bezirk Gösgen	SO	Gewerbe FZ	44
1990	Bezirk Lebern	SO	Leichte Motorwagen	30375
1991	Bezirk Lebern	SO	Leichte Motorwagen	30380
1992	Bezirk Lebern	SO	Leichte Motorwagen	30381
1993	Bezirk Lebern	SO	Leichte Motorwagen	30381
1994	Bezirk Lebern	SO	Leichte Motorwagen	30383
1995	Bezirk Lebern	SO	Leichte Motorwagen	30383
1996	Bezirk Lebern	SO	Leichte Motorwagen	30384
1997	Bezirk Lebern	SO	Leichte Motorwagen	30381
1998	Bezirk Lebern	SO	Leichte Motorwagen	30386
1999	Bezirk Lebern	SO	Leichte Motorwagen	30386
2000	Bezirk Lebern	SO	Leichte Motorwagen	30386
2001	Bezirk Lebern	SO	Leichte Motorwagen	30391
2002	Bezirk Lebern	SO	Leichte Motorwagen	30393
2003	Bezirk Lebern	SO	Leichte Motorwagen	30398
2004	Bezirk Lebern	SO	Leichte Motorwagen	30402
2005	Bezirk Lebern	SO	Leichte Motorwagen	30402
2006	Bezirk Lebern	SO	Leichte Motorwagen	30406
2007	Bezirk Lebern	SO	Leichte Motorwagen	30408
2008	Bezirk Lebern	SO	Leichte Motorwagen	30412
2009	Bezirk Lebern	SO	Leichte Motorwagen	30414
2010	Bezirk Lebern	SO	Leichte Motorwagen	30419
2011	Bezirk Lebern	SO	Leichte Motorwagen	30414
2012	Bezirk Lebern	SO	Leichte Motorwagen	30415
2013	Bezirk Lebern	SO	Leichte Motorwagen	30410
2014	Bezirk Lebern	SO	Leichte Motorwagen	30413
2015	Bezirk Lebern	SO	Leichte Motorwagen	30414
2016	Bezirk Lebern	SO	Leichte Motorwagen	30419
2017	Bezirk Lebern	SO	Leichte Motorwagen	30419
2018	Bezirk Lebern	SO	Leichte Motorwagen	30420
2019	Bezirk Lebern	SO	Leichte Motorwagen	30424
2020	Bezirk Lebern	SO	Leichte Motorwagen	30428
2021	Bezirk Lebern	SO	Leichte Motorwagen	30431
2022	Bezirk Lebern	SO	Leichte Motorwagen	30433
2023	Bezirk Lebern	SO	Leichte Motorwagen	30438
1990	Bezirk Lebern	SO	Schwere Motorwagen	-50
1991	Bezirk Lebern	SO	Schwere Motorwagen	0
1992	Bezirk Lebern	SO	Schwere Motorwagen	0
1993	Bezirk Lebern	SO	Schwere Motorwagen	2
1994	Bezirk Lebern	SO	Schwere Motorwagen	6
1995	Bezirk Lebern	SO	Schwere Motorwagen	11
1996	Bezirk Lebern	SO	Schwere Motorwagen	15
1997	Bezirk Lebern	SO	Schwere Motorwagen	19
1998	Bezirk Lebern	SO	Schwere Motorwagen	16
1999	Bezirk Lebern	SO	Schwere Motorwagen	16
2000	Bezirk Lebern	SO	Schwere Motorwagen	16
2001	Bezirk Lebern	SO	Schwere Motorwagen	17
2002	Bezirk Lebern	SO	Schwere Motorwagen	20
2003	Bezirk Lebern	SO	Schwere Motorwagen	20
2004	Bezirk Lebern	SO	Schwere Motorwagen	24
2005	Bezirk Lebern	SO	Schwere Motorwagen	25
2006	Bezirk Lebern	SO	Schwere Motorwagen	27
2007	Bezirk Lebern	SO	Schwere Motorwagen	32
2008	Bezirk Lebern	SO	Schwere Motorwagen	28
2009	Bezirk Lebern	SO	Schwere Motorwagen	32
2010	Bezirk Lebern	SO	Schwere Motorwagen	33
2011	Bezirk Lebern	SO	Schwere Motorwagen	33
2012	Bezirk Lebern	SO	Schwere Motorwagen	33
2013	Bezirk Lebern	SO	Schwere Motorwagen	30
2014	Bezirk Lebern	SO	Schwere Motorwagen	32
2015	Bezirk Lebern	SO	Schwere Motorwagen	34
2016	Bezirk Lebern	SO	Schwere Motorwagen	37
2017	Bezirk Lebern	SO	Schwere Motorwagen	40
2018	Bezirk Lebern	SO	Schwere Motorwagen	40
2019	Bezirk Lebern	SO	Schwere Motorwagen	42
2020	Bezirk Lebern	SO	Schwere Motorwagen	45
2021	Bezirk Lebern	SO	Schwere Motorwagen	46
2022	Bezirk Lebern	SO	Schwere Motorwagen	49
2023	Bezirk Lebern	SO	Schwere Motorwagen	52
1990	Bezirk Lebern	SO	Anhänger	1665
1991	Bezirk Lebern	SO	Anhänger	1667
1992	Bezirk Lebern	SO	Anhänger	1670
1993	Bezirk Lebern	SO	Anhänger	1666
1994	Bezirk Lebern	SO	Anhänger	1668
1995	Bezirk Lebern	SO	Anhänger	1669
1996	Bezirk Lebern	SO	Anhänger	1669
1997	Bezirk Lebern	SO	Anhänger	1670
1998	Bezirk Lebern	SO	Anhänger	1673
1999	Bezirk Lebern	SO	Anhänger	1673
2000	Bezirk Lebern	SO	Anhänger	1678
2001	Bezirk Lebern	SO	Anhänger	1679
2002	Bezirk Lebern	SO	Anhänger	1674
2003	Bezirk Lebern	SO	Anhänger	1675
2004	Bezirk Lebern	SO	Anhänger	1675
2005	Bezirk Lebern	SO	Anhänger	1673
2006	Bezirk Lebern	SO	Anhänger	1676
2007	Bezirk Lebern	SO	Anhänger	1677
2008	Bezirk Lebern	SO	Anhänger	1677
2009	Bezirk Lebern	SO	Anhänger	1679
2010	Bezirk Lebern	SO	Anhänger	1679
2011	Bezirk Lebern	SO	Anhänger	1683
2012	Bezirk Lebern	SO	Anhänger	1688
2013	Bezirk Lebern	SO	Anhänger	1692
2014	Bezirk Lebern	SO	Anhänger	1696
2015	Bezirk Lebern	SO	Anhänger	1700
2016	Bezirk Lebern	SO	Anhänger	1699
2017	Bezirk Lebern	SO	Anhänger	1701
2018	Bezirk Lebern	SO	Anhänger	1703
2019	Bezirk Lebern	SO	Anhänger	1699
2020	Bezirk Lebern	SO	Anhänger	1703
2021	Bezirk Lebern	SO	Anhänger	1700
2022	Bezirk Lebern	SO	Anhänger	1704
2023	Bezirk Lebern	SO	Anhänger	1706
1990	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	329
1991	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	326
1992	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	326
1993	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	329
1994	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	329
1995	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	333
1996	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	328
1997	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	332
1998	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	333
1999	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	328
2000	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	329
2001	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	333
2002	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	335
2003	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	336
2004	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	339
2005	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	341
2006	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	345
2007	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	346
2008	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	347
2009	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	349
2010	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	349
2011	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	350
2012	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	350
2013	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	348
2014	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	349
2015	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	348
2016	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	353
2017	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	353
2018	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	356
2019	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	358
2020	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	363
2021	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	359
2022	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	361
2023	Bezirk Lebern	SO	Landw. FZ Ind. Trak.	366
1990	Bezirk Lebern	SO	Motorräder	3106
1991	Bezirk Lebern	SO	Motorräder	3111
1992	Bezirk Lebern	SO	Motorräder	3113
1993	Bezirk Lebern	SO	Motorräder	3115
1994	Bezirk Lebern	SO	Motorräder	3112
1995	Bezirk Lebern	SO	Motorräder	3112
1996	Bezirk Lebern	SO	Motorräder	3117
1997	Bezirk Lebern	SO	Motorräder	3120
1998	Bezirk Lebern	SO	Motorräder	3125
1999	Bezirk Lebern	SO	Motorräder	3130
2000	Bezirk Lebern	SO	Motorräder	3134
2001	Bezirk Lebern	SO	Motorräder	3134
2002	Bezirk Lebern	SO	Motorräder	3138
2003	Bezirk Lebern	SO	Motorräder	3143
2004	Bezirk Lebern	SO	Motorräder	3147
2005	Bezirk Lebern	SO	Motorräder	3151
2006	Bezirk Lebern	SO	Motorräder	3156
2007	Bezirk Lebern	SO	Motorräder	3158
2008	Bezirk Lebern	SO	Motorräder	3159
2009	Bezirk Lebern	SO	Motorräder	3164
2010	Bezirk Lebern	SO	Motorräder	3169
2011	Bezirk Lebern	SO	Motorräder	3169
2012	Bezirk Lebern	SO	Motorräder	3173
2013	Bezirk Lebern	SO	Motorräder	3170
2014	Bezirk Lebern	SO	Motorräder	3170
2015	Bezirk Lebern	SO	Motorräder	3171
2016	Bezirk Lebern	SO	Motorräder	3171
2017	Bezirk Lebern	SO	Motorräder	3171
2018	Bezirk Lebern	SO	Motorräder	3173
2019	Bezirk Lebern	SO	Motorräder	3178
2020	Bezirk Lebern	SO	Motorräder	3179
2021	Bezirk Lebern	SO	Motorräder	3181
2022	Bezirk Lebern	SO	Motorräder	3185
2023	Bezirk Lebern	SO	Motorräder	3188
1990	Bezirk Lebern	SO	Klein-Motorräder	-187
1991	Bezirk Lebern	SO	Klein-Motorräder	0
1992	Bezirk Lebern	SO	Klein-Motorräder	3
1993	Bezirk Lebern	SO	Klein-Motorräder	2
1994	Bezirk Lebern	SO	Klein-Motorräder	2
1995	Bezirk Lebern	SO	Klein-Motorräder	4
1996	Bezirk Lebern	SO	Klein-Motorräder	9
1997	Bezirk Lebern	SO	Klein-Motorräder	14
1998	Bezirk Lebern	SO	Klein-Motorräder	17
1999	Bezirk Lebern	SO	Klein-Motorräder	21
2000	Bezirk Lebern	SO	Klein-Motorräder	26
2001	Bezirk Lebern	SO	Klein-Motorräder	26
2002	Bezirk Lebern	SO	Klein-Motorräder	28
2003	Bezirk Lebern	SO	Klein-Motorräder	28
2004	Bezirk Lebern	SO	Klein-Motorräder	29
2005	Bezirk Lebern	SO	Klein-Motorräder	29
2006	Bezirk Lebern	SO	Klein-Motorräder	31
2007	Bezirk Lebern	SO	Klein-Motorräder	32
2008	Bezirk Lebern	SO	Klein-Motorräder	29
2009	Bezirk Lebern	SO	Klein-Motorräder	30
2010	Bezirk Lebern	SO	Klein-Motorräder	30
2011	Bezirk Lebern	SO	Klein-Motorräder	32
2012	Bezirk Lebern	SO	Klein-Motorräder	34
2013	Bezirk Lebern	SO	Klein-Motorräder	34
2014	Bezirk Lebern	SO	Klein-Motorräder	38
2015	Bezirk Lebern	SO	Klein-Motorräder	38
2016	Bezirk Lebern	SO	Klein-Motorräder	38
2017	Bezirk Lebern	SO	Klein-Motorräder	42
2018	Bezirk Lebern	SO	Klein-Motorräder	47
2019	Bezirk Lebern	SO	Klein-Motorräder	51
2020	Bezirk Lebern	SO	Klein-Motorräder	56
2021	Bezirk Lebern	SO	Klein-Motorräder	52
2022	Bezirk Lebern	SO	Klein-Motorräder	53
2023	Bezirk Lebern	SO	Klein-Motorräder	58
1990	Bezirk Lebern	SO	Gewerbe FZ	-7
1991	Bezirk Lebern	SO	Gewerbe FZ	0
1992	Bezirk Lebern	SO	Gewerbe FZ	0
1993	Bezirk Lebern	SO	Gewerbe FZ	4
1994	Bezirk Lebern	SO	Gewerbe FZ	8
1995	Bezirk Lebern	SO	Gewerbe FZ	6
1996	Bezirk Lebern	SO	Gewerbe FZ	6
1997	Bezirk Lebern	SO	Gewerbe FZ	7
1998	Bezirk Lebern	SO	Gewerbe FZ	11
1999	Bezirk Lebern	SO	Gewerbe FZ	9
2000	Bezirk Lebern	SO	Gewerbe FZ	13
2001	Bezirk Lebern	SO	Gewerbe FZ	16
2002	Bezirk Lebern	SO	Gewerbe FZ	17
2003	Bezirk Lebern	SO	Gewerbe FZ	18
2004	Bezirk Lebern	SO	Gewerbe FZ	18
2005	Bezirk Lebern	SO	Gewerbe FZ	21
2006	Bezirk Lebern	SO	Gewerbe FZ	24
2007	Bezirk Lebern	SO	Gewerbe FZ	27
2008	Bezirk Lebern	SO	Gewerbe FZ	24
2009	Bezirk Lebern	SO	Gewerbe FZ	24
2010	Bezirk Lebern	SO	Gewerbe FZ	26
2011	Bezirk Lebern	SO	Gewerbe FZ	26
2012	Bezirk Lebern	SO	Gewerbe FZ	28
2013	Bezirk Lebern	SO	Gewerbe FZ	33
2014	Bezirk Lebern	SO	Gewerbe FZ	37
2015	Bezirk Lebern	SO	Gewerbe FZ	37
2016	Bezirk Lebern	SO	Gewerbe FZ	40
2017	Bezirk Lebern	SO	Gewerbe FZ	45
2018	Bezirk Lebern	SO	Gewerbe FZ	41
2019	Bezirk Lebern	SO	Gewerbe FZ	45
2020	Bezirk Lebern	SO	Gewerbe FZ	49
2021	Bezirk Lebern	SO	Gewerbe FZ	50
2022	Bezirk Lebern	SO	Gewerbe FZ	51
2023	Bezirk Lebern	SO	Gewerbe FZ	53
1990	Bezirk Olten	SO	Leichte Motorwagen	34502
1991	Bezirk Olten	SO	Leichte Motorwagen	34507
1992	Bezirk Olten	SO	Leichte Motorwagen	34512
1993	Bezirk Olten	SO	Leichte Motorwagen	34514
1994	Bezirk Olten	SO	Leichte Motorwagen	34519
1995	Bezirk Olten	SO	Leichte Motorwagen	34520
1996	Bezirk Olten	SO	Leichte Motorwagen	34523
1997	Bezirk Olten	SO	Leichte Motorwagen	34520
1998	Bezirk Olten	SO	Leichte Motorwagen	34525
1999	Bezirk Olten	SO	Leichte Motorwagen	34529
2000	Bezirk Olten	SO	Leichte Motorwagen	34534
2001	Bezirk Olten	SO	Leichte Motorwagen	34534
2002	Bezirk Olten	SO	Leichte Motorwagen	34534
2003	Bezirk Olten	SO	Leichte Motorwagen	34534
2004	Bezirk Olten	SO	Leichte Motorwagen	34538
2005	Bezirk Olten	SO	Leichte Motorwagen	34539
2006	Bezirk Olten	SO	Leichte Motorwagen	34541
2007	Bezirk Olten	SO	Leichte Motorwagen	34536
2008	Bezirk Olten	SO	Leichte Motorwagen	34540
2009	Bezirk Olten	SO	Leichte Motorwagen	34544
2010	Bezirk Olten	SO	Leichte Motorwagen	34548
2011	Bezirk Olten	SO	Leichte Motorwagen	34551
2012	Bezirk Olten	SO	Leichte Motorwagen	34554
2013	Bezirk Olten	SO	Leichte Motorwagen	34554
2014	Bezirk Olten	SO	Leichte Motorwagen	34554
2015	Bezirk Olten	SO	Leichte Motorwagen	34550
2016	Bezirk Olten	SO	Leichte Motorwagen	34548
2017	Bezirk Olten	SO	Leichte Motorwagen	34551
2018	Bezirk Olten	SO	Leichte Motorwagen	34554
2019	Bezirk Olten	SO	Leichte Motorwagen	34554
2020	Bezirk Olten	SO	Leichte Motorwagen	34557
2021	Bezirk Olten	SO	Leichte Motorwagen	34559
2022	Bezirk Olten	SO	Leichte Motorwagen	34558
2023	Bezirk Olten	SO	Leichte Motorwagen	34561
1990	Bezirk Olten	SO	Schwere Motorwagen	573
1991	Bezirk Olten	SO	Schwere Motorwagen	576
1992	Bezirk Olten	SO	Schwere Motorwagen	578
1993	Bezirk Olten	SO	Schwere Motorwagen	577
1994	Bezirk Olten	SO	Schwere Motorwagen	579
1995	Bezirk Olten	SO	Schwere Motorwagen	580
1996	Bezirk Olten	SO	Schwere Motorwagen	575
1997	Bezirk Olten	SO	Schwere Motorwagen	579
1998	Bezirk Olten	SO	Schwere Motorwagen	580
1999	Bezirk Olten	SO	Schwere Motorwagen	581
2000	Bezirk Olten	SO	Schwere Motorwagen	584
2001	Bezirk Olten	SO	Schwere Motorwagen	584
2002	Bezirk Olten	SO	Schwere Motorwagen	588
2003	Bezirk Olten	SO	Schwere Motorwagen	589
2004	Bezirk Olten	SO	Schwere Motorwagen	589
2005	Bezirk Olten	SO	Schwere Motorwagen	585
2006	Bezirk Olten	SO	Schwere Motorwagen	585
2007	Bezirk Olten	SO	Schwere Motorwagen	580
2008	Bezirk Olten	SO	Schwere Motorwagen	584
2009	Bezirk Olten	SO	Schwere Motorwagen	581
2010	Bezirk Olten	SO	Schwere Motorwagen	582
2011	Bezirk Olten	SO	Schwere Motorwagen	580
2012	Bezirk Olten	SO	Schwere Motorwagen	584
2013	Bezirk Olten	SO	Schwere Motorwagen	589
2014	Bezirk Olten	SO	Schwere Motorwagen	593
2015	Bezirk Olten	SO	Schwere Motorwagen	596
2016	Bezirk Olten	SO	Schwere Motorwagen	596
2017	Bezirk Olten	SO	Schwere Motorwagen	599
2018	Bezirk Olten	SO	Schwere Motorwagen	601
2019	Bezirk Olten	SO	Schwere Motorwagen	603
2020	Bezirk Olten	SO	Schwere Motorwagen	605
2021	Bezirk Olten	SO	Schwere Motorwagen	602
2022	Bezirk Olten	SO	Schwere Motorwagen	602
2023	Bezirk Olten	SO	Schwere Motorwagen	607
1990	Bezirk Olten	SO	Anhänger	2288
1991	Bezirk Olten	SO	Anhänger	2292
1992	Bezirk Olten	SO	Anhänger	2293
1993	Bezirk Olten	SO	Anhänger	2295
1994	Bezirk Olten	SO	Anhänger	2299
1995	Bezirk Olten	SO	Anhänger	2300
1996	Bezirk Olten	SO	Anhänger	2305
1997	Bezirk Olten	SO	Anhänger	2305
1998	Bezirk Olten	SO	Anhänger	2301
1999	Bezirk Olten	SO	Anhänger	2303
2000	Bezirk Olten	SO	Anhänger	2306
2001	Bezirk Olten	SO	Anhänger	2302
2002	Bezirk Olten	SO	Anhänger	2305
2003	Bezirk Olten	SO	Anhänger	2308
2004	Bezirk Olten	SO	Anhänger	2313
2005	Bezirk Olten	SO	Anhänger	2315
2006	Bezirk Olten	SO	Anhänger	2315
2007	Bezirk Olten	SO	Anhänger	2317
2008	Bezirk Olten	SO	Anhänger	2320
2009	Bezirk Olten	SO	Anhänger	2322
2010	Bezirk Olten	SO	Anhänger	2323
2011	Bezirk Olten	SO	Anhänger	2328
2012	Bezirk Olten	SO	Anhänger	2330
2013	Bezirk Olten	SO	Anhänger	2335
2014	Bezirk Olten	SO	Anhänger	2340
2015	Bezirk Olten	SO	Anhänger	2343
2016	Bezirk Olten	SO	Anhänger	2348
2017	Bezirk Olten	SO	Anhänger	2344
2018	Bezirk Olten	SO	Anhänger	2347
2019	Bezirk Olten	SO	Anhänger	2347
2020	Bezirk Olten	SO	Anhänger	2345
2021	Bezirk Olten	SO	Anhänger	2349
2022	Bezirk Olten	SO	Anhänger	2350
2023	Bezirk Olten	SO	Anhänger	2345
1990	Bezirk Olten	SO	Landw. FZ Ind. Trak.	228
1991	Bezirk Olten	SO	Landw. FZ Ind. Trak.	228
1992	Bezirk Olten	SO	Landw. FZ Ind. Trak.	228
1993	Bezirk Olten	SO	Landw. FZ Ind. Trak.	224
1994	Bezirk Olten	SO	Landw. FZ Ind. Trak.	226
1995	Bezirk Olten	SO	Landw. FZ Ind. Trak.	229
1996	Bezirk Olten	SO	Landw. FZ Ind. Trak.	230
1997	Bezirk Olten	SO	Landw. FZ Ind. Trak.	232
1998	Bezirk Olten	SO	Landw. FZ Ind. Trak.	234
1999	Bezirk Olten	SO	Landw. FZ Ind. Trak.	232
2000	Bezirk Olten	SO	Landw. FZ Ind. Trak.	236
2001	Bezirk Olten	SO	Landw. FZ Ind. Trak.	238
2002	Bezirk Olten	SO	Landw. FZ Ind. Trak.	243
2003	Bezirk Olten	SO	Landw. FZ Ind. Trak.	243
2004	Bezirk Olten	SO	Landw. FZ Ind. Trak.	247
2005	Bezirk Olten	SO	Landw. FZ Ind. Trak.	247
2006	Bezirk Olten	SO	Landw. FZ Ind. Trak.	252
2007	Bezirk Olten	SO	Landw. FZ Ind. Trak.	249
2008	Bezirk Olten	SO	Landw. FZ Ind. Trak.	250
2009	Bezirk Olten	SO	Landw. FZ Ind. Trak.	254
2010	Bezirk Olten	SO	Landw. FZ Ind. Trak.	254
2011	Bezirk Olten	SO	Landw. FZ Ind. Trak.	255
2012	Bezirk Olten	SO	Landw. FZ Ind. Trak.	260
2013	Bezirk Olten	SO	Landw. FZ Ind. Trak.	260
2014	Bezirk Olten	SO	Landw. FZ Ind. Trak.	264
2015	Bezirk Olten	SO	Landw. FZ Ind. Trak.	268
2016	Bezirk Olten	SO	Landw. FZ Ind. Trak.	271
2017	Bezirk Olten	SO	Landw. FZ Ind. Trak.	270
2018	Bezirk Olten	SO	Landw. FZ Ind. Trak.	270
2019	Bezirk Olten	SO	Landw. FZ Ind. Trak.	268
2020	Bezirk Olten	SO	Landw. FZ Ind. Trak.	264
2021	Bezirk Olten	SO	Landw. FZ Ind. Trak.	263
2022	Bezirk Olten	SO	Landw. FZ Ind. Trak.	258
2023	Bezirk Olten	SO	Landw. FZ Ind. Trak.	263
1990	Bezirk Olten	SO	Motorräder	3754
1991	Bezirk Olten	SO	Motorräder	3759
1992	Bezirk Olten	SO	Motorräder	3760
1993	Bezirk Olten	SO	Motorräder	3756
1994	Bezirk Olten	SO	Motorräder	3756
1995	Bezirk Olten	SO	Motorräder	3754
1996	Bezirk Olten	SO	Motorräder	3759
1997	Bezirk Olten	SO	Motorräder	3762
1998	Bezirk Olten	SO	Motorräder	3762
1999	Bezirk Olten	SO	Motorräder	3762
2000	Bezirk Olten	SO	Motorräder	3758
2001	Bezirk Olten	SO	Motorräder	3763
2002	Bezirk Olten	SO	Motorräder	3760
2003	Bezirk Olten	SO	Motorräder	3760
2004	Bezirk Olten	SO	Motorräder	3762
2005	Bezirk Olten	SO	Motorräder	3763
2006	Bezirk Olten	SO	Motorräder	3763
2007	Bezirk Olten	SO	Motorräder	3763
2008	Bezirk Olten	SO	Motorräder	3767
2009	Bezirk Olten	SO	Motorräder	3772
2010	Bezirk Olten	SO	Motorräder	3773
2011	Bezirk Olten	SO	Motorräder	3774
2012	Bezirk Olten	SO	Motorräder	3779
2013	Bezirk Olten	SO	Motorräder	3782
2014	Bezirk Olten	SO	Motorräder	3782
2015	Bezirk Olten	SO	Motorräder	3786
2016	Bezirk Olten	SO	Motorräder	3788
2017	Bezirk Olten	SO	Motorräder	3793
2018	Bezirk Olten	SO	Motorräder	3788
2019	Bezirk Olten	SO	Motorräder	3793
2020	Bezirk Olten	SO	Motorräder	3794
2021	Bezirk Olten	SO	Motorräder	3799
2022	Bezirk Olten	SO	Motorräder	3803
2023	Bezirk Olten	SO	Motorräder	3807
1990	Bezirk Olten	SO	Klein-Motorräder	-200
1991	Bezirk Olten	SO	Klein-Motorräder	0
1992	Bezirk Olten	SO	Klein-Motorräder	3
1993	Bezirk Olten	SO	Klein-Motorräder	8
1994	Bezirk Olten	SO	Klein-Motorräder	13
1995	Bezirk Olten	SO	Klein-Motorräder	14
1996	Bezirk Olten	SO	Klein-Motorräder	15
1997	Bezirk Olten	SO	Klein-Motorräder	20
1998	Bezirk Olten	SO	Klein-Motorräder	21
1999	Bezirk Olten	SO	Klein-Motorräder	23
2000	Bezirk Olten	SO	Klein-Motorräder	28
2001	Bezirk Olten	SO	Klein-Motorräder	29
2002	Bezirk Olten	SO	Klein-Motorräder	32
2003	Bezirk Olten	SO	Klein-Motorräder	37
2004	Bezirk Olten	SO	Klein-Motorräder	41
2005	Bezirk Olten	SO	Klein-Motorräder	41
2006	Bezirk Olten	SO	Klein-Motorräder	42
2007	Bezirk Olten	SO	Klein-Motorräder	43
2008	Bezirk Olten	SO	Klein-Motorräder	46
2009	Bezirk Olten	SO	Klein-Motorräder	50
2010	Bezirk Olten	SO	Klein-Motorräder	54
2011	Bezirk Olten	SO	Klein-Motorräder	54
2012	Bezirk Olten	SO	Klein-Motorräder	59
2013	Bezirk Olten	SO	Klein-Motorräder	56
2014	Bezirk Olten	SO	Klein-Motorräder	60
2015	Bezirk Olten	SO	Klein-Motorräder	64
2016	Bezirk Olten	SO	Klein-Motorräder	67
2017	Bezirk Olten	SO	Klein-Motorräder	68
2018	Bezirk Olten	SO	Klein-Motorräder	69
2019	Bezirk Olten	SO	Klein-Motorräder	69
2020	Bezirk Olten	SO	Klein-Motorräder	72
2021	Bezirk Olten	SO	Klein-Motorräder	73
2022	Bezirk Olten	SO	Klein-Motorräder	77
2023	Bezirk Olten	SO	Klein-Motorräder	81
1990	Bezirk Olten	SO	Gewerbe FZ	124
1991	Bezirk Olten	SO	Gewerbe FZ	128
1992	Bezirk Olten	SO	Gewerbe FZ	131
1993	Bezirk Olten	SO	Gewerbe FZ	134
1994	Bezirk Olten	SO	Gewerbe FZ	139
1995	Bezirk Olten	SO	Gewerbe FZ	143
1996	Bezirk Olten	SO	Gewerbe FZ	148
1997	Bezirk Olten	SO	Gewerbe FZ	151
1998	Bezirk Olten	SO	Gewerbe FZ	154
1999	Bezirk Olten	SO	Gewerbe FZ	154
2000	Bezirk Olten	SO	Gewerbe FZ	158
2001	Bezirk Olten	SO	Gewerbe FZ	161
2002	Bezirk Olten	SO	Gewerbe FZ	161
2003	Bezirk Olten	SO	Gewerbe FZ	161
2004	Bezirk Olten	SO	Gewerbe FZ	162
2005	Bezirk Olten	SO	Gewerbe FZ	164
2006	Bezirk Olten	SO	Gewerbe FZ	161
2007	Bezirk Olten	SO	Gewerbe FZ	164
2008	Bezirk Olten	SO	Gewerbe FZ	164
2009	Bezirk Olten	SO	Gewerbe FZ	169
2010	Bezirk Olten	SO	Gewerbe FZ	174
2011	Bezirk Olten	SO	Gewerbe FZ	175
2012	Bezirk Olten	SO	Gewerbe FZ	176
2013	Bezirk Olten	SO	Gewerbe FZ	180
2014	Bezirk Olten	SO	Gewerbe FZ	181
2015	Bezirk Olten	SO	Gewerbe FZ	186
2016	Bezirk Olten	SO	Gewerbe FZ	189
2017	Bezirk Olten	SO	Gewerbe FZ	192
2018	Bezirk Olten	SO	Gewerbe FZ	191
2019	Bezirk Olten	SO	Gewerbe FZ	193
2020	Bezirk Olten	SO	Gewerbe FZ	198
2021	Bezirk Olten	SO	Gewerbe FZ	203
2022	Bezirk Olten	SO	Gewerbe FZ	204
2023	Bezirk Olten	SO	Gewerbe FZ	209
1990	Bezirk Solothurn	SO	Leichte Motorwagen	9949
1991	Bezirk Solothurn	SO	Leichte Motorwagen	9944
1992	Bezirk Solothurn	SO	Leichte Motorwagen	9945
1993	Bezirk Solothurn	SO	Leichte Motorwagen	9941
1994	Bezirk Solothurn	SO	Leichte Motorwagen	9937
1995	Bezirk Solothurn	SO	Leichte Motorwagen	9942
1996	Bezirk Solothurn	SO	Leichte Motorwagen	9946
1997	Bezirk Solothurn	SO	Leichte Motorwagen	9949
1998	Bezirk Solothurn	SO	Leichte Motorwagen	9950
1999	Bezirk Solothurn	SO	Leichte Motorwagen	9951
2000	Bezirk Solothurn	SO	Leichte Motorwagen	9953
2001	Bezirk Solothurn	SO	Leichte Motorwagen	9949
2002	Bezirk Solothurn	SO	Leichte Motorwagen	9952
